"","doi","author","title","citation","checked"
"3508","10.1257/000282806777212512","Goldstein, Morris Lardy, Nicholas","China's Exchange Rate Policy Dilemma","35",1
"3509","10.1257/000282806777211829","Uribe, Martín","On Overborrowing","7",1
"3510","10.1257/000282806777212323","Bellows, John Miguel, Edward","War and Institutions: New Evidence from Sierra Leone","48",1
"3511","10.1257/000282806777211856","Calvo, Guillermo A. Izquierdo, Alejandro Talvi, Ernesto","Sudden Stops and Phoenix Miracles in Emerging Markets","41",1
"3512","10.1257/000282806777211676","Mendoza, Enrique G.","Lessons from the Debt-Deflation Theory of Sudden Stops","12",1
"3513","10.1257/000282806777211720","de Carvalho Chamon, Marcos Kremer, Michael R.","Asian Growth and African Development","3",1
"3514","10.1257/000282806777212314","Snower, Dennis J. Merkl, Christian","The Caring Hand that Cripples: The East German Labor Market after Reunification","27",1
"3515","10.1257/000282806777211748","Burda, Michael C.","Factor Reallocation in Eastern Germany after Reunification","28",1
"3516","10.1257/000282806777212503","Udry, Christopher Anagol, Santosh","The Return to Capital in Ghana","46",1
"3517","10.1257/000282806777212260","Uhlig, Harald","Regional Labor Markets, Network Externalities and Migration: The Case of German Reunification","22",1
"3518","10.1257/000282806777212576","Kato, Takao Long, Cheryl","Executive Turnover and Firm Performance in China","30",1
"3519","10.1257/000282806777211775","Li, David Daokui Feng, Junxin Jiang, Hongping","Institutional Entrepreneurs","36",1
"3520","10.1257/000282806777212125","Bai, Chong-En Lu, Jiangyong Tao, Zhigang","The Multitask Theory of State Enterprise Reform: Empirical Evidence from China","62",1
"3521","10.1257/000282806777212387","Djankov, Simeon Qian, Yingyi Roland, Gérard Zhuravskaya, Ekaterina","Who Are China's Entrepreneurs?","61",1
"3522","10.1257/000282806777212080","Desai, Padma","Why Is Russian GDP Growth Slowing?","2",1
"3523","10.1257/000282806777211621","Mitra, Pritha","Has Government Investment Crowded Out Private Investment in India?","11",1
"3524","10.1257/000282806777212170","Prasad, Eswar S. Rajan, Raghuram G.","Modernizing China's Growth Paradigm","26",1
"3525","10.1257/000282806777212549","Acemoglu, Daron Robinson, James A.","De Facto Political Power and Institutional Persistence","74",1
"3526","10.1257/000282806777212396","Persson, Torsten Tabellini, Guido","Democracy and Development: The Devil in the Details","78",1
"3527","10.1257/000282806777212053","Besley, Timothy Kudamatsu, Masayuki","Health and Democracy","83",1
"3528","10.1257/000282806777212378","Galor, Oded Mountford, Andrew","Trade and the Great Divergence: The Family Connection","56",1
"3529","10.1257/000282806777212602","Greif, Avner","Family Structure, Institutions, and Growth: The Origins and Implications of Western Corporations","37",1
"3530","10.1257/000282806777211982","Schoellman, Todd Tertilt, Michèle","Marriage Laws and Growth in Sub-Saharan Africa","3",1
"3531","10.1257/000282806777212477","Edlund, Lena Lagerlöf, Nils-Petter","Individual versus Parental Consent in Marriage: Implications for Intra-Household Resource Allocation and Growth","12",1
"3532","10.1257/000282806777212161","Levitt, Steven D.","White-Collar Crime Writ Small: A Case Study of Bagels, Donuts, and the Honor System","16",1
"3533","10.1257/000282806777211892","Zitzewitz, Eric","How Widespread Was Late Trading in Mutual Funds?","19",1
"3534","10.1257/000282806777211757","Wolfers, Justin","Point Shaving: Corruption in NCAA Basketball","44",1
"3535","10.1257/000282806777212099","Loury, Linda Datcher","All in the Extended Family: Effects of Grandparents, Aunts, and Uncles on Educational Attainment","13",1
"3536","10.1257/000282806777212062","Ioannides, Yannis M. Soetevent, Adriaan R.","Wages and Employment in a Random Social Network with Arbitrary Degree Distribution","8",1
"3537","10.1257/000282806777212198","Echenique, Federico Fryer Jr., Roland G. Kaufman, Alex","Is School Segregation Good or Bad?","8",1
"3538","10.1257/000282806777212341","Casella, Alessandra Hanaki, Nobuyuki","Why Personal Ties Cannot Be Bought","7",1
"3539","10.1257/000282806777211883","Bodenhorn, Howard","Colorism, Complexion Homogamy, and Household Wealth: Some Historical Evidence","16",1
"3540","10.1257/000282806777212071","Hersch, Joni","Skin-Tone Effects among African Americans: Perceptions and Reality","30",1
"3541","10.1257/000282806777212530","Gyimah-Brempong, Kwabena Price, Gregory N.","Crime and Punishment: And Skin Hue Too?","24",1
"3542","10.1257/000282806777212152","Goldsmith, Arthur H. Hamilton, Darrick Darity Jr, William","Shades of Discrimination: Skin Tone and Wages","44",1
"3543","10.1257/000282806777211630","Federman, Maya N. Harrington, David E. Krynski, Kathy J.","The Impact of State Licensing Regulations on Low-Skilled Immigrants: The Case of Vietnamese Manicurists","14",1
"3544","10.1257/000282806777211919","Hastings, Justine S. Kane, Thomas J. Staiger, Douglas O.","Gender and Performance: Evidence from School Assignment by Randomized Lottery","11",1
"3545","10.1257/000282806777212468","Chen, Joyce J.","Migration and Imperfect Monitoring: Implications for Intra-Household Allocation","20",1
"3546","10.1257/000282806777211946","Amuedo-Dorantes, Catalina Pozo, Susan","Migration, Remittances, and Male and Female Employment Patterns","66",1
"3547","10.1257/000282806777212594","Bernhard, Helen Fehr, Ernst Fischbacher, Urs","Group Affiliation and Altruistic Norm Enforcement","79",1
"3548","10.1257/000282806777211658","Goette, Lorenz Huffman, David Meier, Stephan","The Impact of Group Membership on Cooperation and Norm Enforcement: Evidence Using Random Assignment to Real Social Groups","133",1
"3549","10.1257/000282806777212611","Hoff, Karla Pandey, Priyanka","Discrimination, Social Identity, and Durable Inequalities","56",1
"3550","10.1257/000282806777212116","Piketty, Thomas Saez, Emmanuel","The Evolution of Top Incomes: A Historical and International Perspective","172",1
"3551","10.1257/000282806777211667","Lemieux, Thomas","Postsecondary Education and Increasing Wage Inequality","52",1
"3552","10.1257/000282806777212620","Autor, David H. Katz, Lawrence F. Kearney, Melissa S.","The Polarization of the U.S. Labor Market","258",1
"3553","10.1257/000282806777211900","Meltzer, Allan H.","From Inflation to More Inflation, Disinflation, and Low Inflation","4",1
"3554","10.1257/000282806777212026","Mankiw, N. Gregory","A Letter to Ben Bernanke","2",1
"3555","10.1257/000282806777211685","Calomiris, Charles W.","The Regulatory Record of the Greenspan Fed","7",1
"3556","10.1257/000282806777212567","Orphanides, Athanasios","The Road to Price Stability","6",1
"3557","10.1257/000282806777211937","Mankiw, N. Gregory Reis, Ricardo","Pervasive Stickiness","34",1
"3558","10.1257/000282806777212251","Friedman, Benjamin M.","The Greenspan Era: Discretion, Rather than Rules","4",1
"3559","10.1257/000282806777212431","Sims, Christopher A.","Rational Inattention: Beyond the Linear-Quadratic Case","65",1
"3560","10.1257/000282806777212297","Morris, Stephen Shin, Hyun Song","Inertia of Forward-Looking Expectations","8",1
"3561","10.1257/000282806777212143","Lamont, Owen A. Stein, Jeremy C.","Investor Sentiment and Corporate Finance: Micro and Macro","16",1
"3562","10.1257/000282806777212206","Greenwald, Bruce Stiglitz, Joseph E.","Helping Infant Economies Grow: Foundations of Trade Policies for Developing Countries","27",1
"3563","10.1257/000282806777211973","Peek, Joe Wilcox, James A.","Housing, Credit Constraints, and Macro Stability: The Secondary Mortgage Market and Reduced Cyclicality of Residential Investment","12",1
"3564","10.1257/000282806777212585","Kopczuk, Wojciech Slemrod, Joel","Putting Firms into Optimal Tax Theory","14",1
"3565","10.1257/000282806777211838","Chetty, Raj Saez, Emmanuel","The Effects of the 2003 Dividend Tax Cut on Corporate Behavior: Interpreting the Evidence","19",1
"3566","10.1257/000282806777212495","Auerbach, Alan J. Hassett, Kevin A.","Dividend Taxes and Firm Valuation: New Evidence","7",1
"3567","10.1257/000282806777211874","Lerner, Josh Pathak, Parag A. Tirole, Jean","The Dynamics of Open-Source Contributors","29",1
"3568","10.1257/000282806777212521","Goolsbee, Austan Klenow, Peter J.","Valuing Consumer Products by the Time Spent Using Them: An Application to the Internet","21",1
"3569","10.1257/000282806777211766","Acemoglu, Daron Cutler, David Finkelstein, Amy Linn, Joshua","Did Medicare Induce Pharmaceutical Innovation?","12",1
"3570","10.1257/000282806777211595","Aghion, Philippe Griffith, Rachel Howitt, Peter","Vertical Integration and Competition","14",1
"3571","10.1257/000282806777211865","Shapiro, Carl","Prior User Rights","33",1
"3572","10.1257/000282806777212035","Hunt, Robert M.","When Do More Patents Reduce R&D?","17",1
"3573","10.1257/000282806777211928","Kultti, Klaus Takalo, Tuomas Toikka, Juuso","Simultaneous Model of Innovation, Secrecy, and Patent Policy","12",1
"3574","10.1257/000282806777212288","Bessen, James E. Meurer, Michael J.","Patent Litigation with Endogenous Disputes","20",1
"3575","10.1257/000282806777212242","Bourreau, Marc Doğan, Pınar","""Build-or-Buy"" Strategies in the Local Loop","28",1
"3576","10.1257/000282806777212279","Bundorf, M. Kate Simon, Kosali I.","The Effects of Rate Regulation on Demand for Supplemental Health Insurance","3",1
"3577","10.1257/000282806777212369","Brocas, Isabelle Chan, Kitty Perrigne, Isabelle","Regulation under Asymmetric Information in Water Utilities","7",1
"3578","10.1257/000282806777212440","Chisholm, Darlene C. Norman, George","When to Exit a Product: Evidence from the U. S. Motion-Picture Exhibition Market","16",1
"3579","10.1257/000282806777211847","Abadie, Alberto","Poverty, Political Freedom, and the Roots of Terrorism","138",1
"3580","10.1257/000282806777212008","Jaeger, David A. Paserman, M. Daniele","Israel, the Palestinian Factions, and the Cycle of Violence","25",1
"3581","10.1257/000282806777211694","Rohlfs, Chris","The Government's Valuation of Military Life-Saving in War: A Cost Minimization Approach","1",1
"3582","10.1257/000282806777212413","Olmstead, Sheila M. Stavins, Robert N.","An International Policy Architecture for the Post-Kyoto Era","23",1
"3583","10.1257/000282806777211964","Nordhaus, William D.","After Kyoto: Alternative Mechanisms to Control Global Warming","60",1
"3584","10.1257/000282806777211793","Pizer, William A.","The Evolution of a Global Climate Change Agreement","4",1
"3585","10.1257/000282806777212332","Barrett, Scott","Climate Treaties and ""Breakthrough"" Technologies","75",1
"3586","10.1257/000282806777212350","Goldin, Claudia","The Quiet Revolution That Transformed Women's Employment, Education, and Family","241",1
"3587","10.1257/000282806777211955","Akerlof, George A.","Foreword","0",1
"3588","10.1257/aer.96.3.896","Limao, Nuno","Preferential Trade Agreements as Stumbling Blocks for Multilateral Trade Liberalization: Evidence for the United States","65",1
"3589","10.1257/aer.96.3.877","Bagwell, Kyle Staiger, Robert W.","Will International Rules on Subsidies Disrupt the World Trading System?","28",1
"3590","10.1257/000282806777212404","Blasi, Michelle DE Oaxaca, Ronald L.","Editors' Introduction","0",1
"3591","10.1257/aer.96.3.847","Angrist, Joshua Bettinger, Eric Kremer, Michael","Long-Term Educational Consequences of Secondary School Vouchers: Evidence from Administrative Records in Colombia","91",1
"3592","10.1257/aer.96.3.832","Kuruscu, Burhanettin","Training and Lifetime Income","12",1
"3593","10.1257/aer.96.3.863","Kling, Jeffrey R.","Incarceration Length, Employment, and Earnings","95",1
"3594","10.1257/aer.96.3.796","Cummins, Jason G. Hassett, Kevin A. Oliner, Stephen D.","Investment Behavior, Observable Expectations, and Internal Funds","65",1
"3595","10.1257/aer.96.3.785","Fumagalli, Chiara Motta, Massimo","Exclusive Dealing and Entry, when Buyers Compete","60",1
"3596","10.1257/aer.96.3.756","Johnson, Justin P. Myatt, David P.","On the Simple Economics of Advertising, Marketing, and Product Design","119",1
"3597","10.1257/aer.96.3.811","Wasmer, Etienne","General versus Specific Skills in Labor Markets with Search Frictions and Firing Costs","64",1
"3598","10.1257/aer.96.3.737","Krueger, Dirk Kubler, Felix","Pareto-Improving Social Security Reform when Financial Markets are Incomplete!?","49",1
"3599","10.1257/aer.96.3.720","Besley, Timothy Prat, Andrea","Handcuffs for the Grabbing Hand? Media Capture and Government Accountability","206",1
"3600","10.1257/aer.96.3.694","DellaVigna, Stefano Malmendier, Ulrike","Paying Not to Go to the Gym","215",1
"3601","10.1257/aer.96.3.669","Brandts, Jordi Cooper, David J.","A Change Would Do You Good .... An Experimental Study on How to Overcome Coordination Failure in Organizations","63",1
"3602","10.1257/aer.96.3.652","Bulow, Jeremy Levin, Jonathan","Matching and Price Competition","50",1
"3603","10.1257/aer.96.3.630","Fudenberg, Drew Levine, David K.","Superstition and Rational Learning","18",1
"3604","10.1257/aer.96.3.602","Ausubel, Lawrence M.","An Efficient Dynamic Auction for Heterogeneous Commodities","72",1
"3605","10.1257/aer.96.3.499","Caselli, Francesco Coleman II, Wilbur John","The World Technology Frontier","122",1
"3606","10.1257/aer.96.3.577","Veldkamp, Laura L.","Media Frenzies in Markets for Financial Information","58",1
"3607","10.1257/aer.96.3.552","Bacchetta, Philippe Van Wincoop, Eric","Can Information Heterogeneity Explain the Exchange Rate Determination Puzzle?","109",1
"3608","10.1257/aer.96.3.523","Comin, Diego Gertler, Mark","Medium-Term Business Cycles","105",1
"3609","10.1257/000282806776157597","Morris, Stephen Shin, Hyun Song Tong, Hui","Social Value of Public Information: Morris and Shin (2002) Is Actually Pro-Transparency, Not Con: Reply","26",1
"3610","10.1257/aer.96.3.461","Lemieux, Thomas","Increasing Residual Wage Inequality: Composition Effects, Noisy Data, or Rising Demand for Skill?","207",1
"3611","10.1257/000282806776157650","Svensson, Lars E. O.","Social Value of Public Information: Comment: Morris and Shin (2002) Is Actually Pro-Transparency, Not Con","84",1
"3612","10.1257/000282806776157605","Mitchell, Matthew F. Moro, Andrea","Persistent Distortionary Policies with Asymmetric Information","11",1
"3613","10.1257/000282806776157551","George, Lisa M. Waldfogel, Joel","The New York Times and the Market for Local Newspapers","35",1
"3614","10.1257/000282806776157722","Schmitz, Patrick W.","Information Gathering, Transaction Costs, and the Property Rights Approach","31",1
"3615","10.1257/000282806776157524","Matschke, Xenia Sherlund, Shane M.","Do Labor Issues Matter in the Determination of U.S. Trade Policy? An Empirical Reevaluation","21",1
"3616","10.1257/000282806776157687","Chang, Yongsung Hong, Jay H.","Do Technological Improvements in the Manufacturing Sector Raise or Lower Employment?","27",1
"3617","10.1257/000282806776157768","Horn, Henrik","National Treatment in the GATT","23",1
"3618","10.1257/000282806776157623","Bergstrom, Theodore C.","Benefit-Cost in a Benevolent Society","37",1
"3619","10.1257/000282806776157713","Röller, Lars-Hendrik Steen, Frode","On the Workings of a Cartel: Evidence from the Norwegian Cement Industry","27",1
"3620","10.1257/000282806776157704","Faccio, Mara","Politically Connected Firms","554",1
"3621","10.1257/000282806776157560","Rudd, Jeremy Whelan, Karl","Can Rational Expectations Sticky-Price Models Explain Inflation Dynamics?","50",1
"3622","10.1257/000282806776157740","van den Berg, Gerard J. Lindeboom, Maarten Portrait, France","Economic Conditions Early in Life and Individual Mortality","92",1
"3623","10.1257/000282806776157777","Eeckhoudt, Louis Schlesinger, Harris","Putting Risk in Its Proper Place","153",1
"3624","10.1257/000282806776157533","Esteban, Joan Ray, Debraj","Inequality, Lobbying, and Resource Allocation","24",1
"3625","10.1257/000282806776157731","Bedard, Kelly Deschênes, Olivier","The Long-Term Impact of Military Service on Health: Evidence from World War II and Korean War Veterans","62",1
"3626","10.1257/000282806776157641","Oreopoulos, Philip","Estimating Average and Local Average Treatment Effects of Education when Compulsory Schooling Laws Really Matter","158",1
"3627","10.1257/000282806776157614","Piketty, Thomas Postel-Vinay, Gilles Rosenthal, Jean-Laurent","Wealth Concentration in a Developing Economy: Paris and France, 1807-1994","39",1
"3628","10.1257/000282806776157515","Mobius, Markus M. Rosenblat, Tanya S.","Why Beauty Matters","140",1
"3629","10.1257/000282806776157579","Anwar, Shamena Fang, Hanming","An Alternative Test of Racial Prejudice in Motor Vehicle Searches: Theory and Evidence","54",1
